,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
1485,IIE-MT,talk.2,115,115,rater7,140亿年过去了， 而这声音依然萦绕在我们身边。,"14 billion years have passed, and this voice still haunts us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.4214206835297575
1486,MiSS,talk.2,115,115,rater7,140亿年过去了， 而这声音依然萦绕在我们身边。,"14 billion years have passed, and this voice still lingers around us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.4214206835297575
1487,NiuTrans,talk.2,115,115,rater2,140亿年过去了， 而这声音依然萦绕在我们身边。,"Fourteen billion years later, and that voice still haunts us.",Fourteen billion years pass and this song is still ringing all around us.,-2.0,-0.3080288760265409
1488,Online-W,talk.2,115,115,rater3,140亿年过去了， 而这声音依然萦绕在我们身边。,"Fourteen billion years have passed, and the sound is still with us.",Fourteen billion years pass and this song is still ringing all around us.,-5.0,-0.0216117079981245
1489,SMU,talk.2,115,115,rater4,140亿年过去了， 而这声音依然萦绕在我们身边。,"Fourteen billion years later, that sound still lingers around us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.4463308333754328
1490,metricsystem1,talk.2,115,115,rater5,140亿年过去了， 而这声音依然萦绕在我们身边。,"Fourteen billion years have passed, and the voice still haunts us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.3773274379795176
1491,metricsystem2,talk.2,115,115,rater5,140亿年过去了， 而这声音依然萦绕在我们身边。,"14 billion years have passed, and this voice still lingers around us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.3773274379795176
1492,metricsystem3,talk.2,115,115,rater3,140亿年过去了， 而这声音依然萦绕在我们身边。,"14 billion years have passed, and this voice still haunts us.",Fourteen billion years pass and this song is still ringing all around us.,-5.0,-0.0216117079981245
1493,metricsystem4,talk.2,115,115,rater7,140亿年过去了， 而这声音依然萦绕在我们身边。,"Fourteen billion years have passed, and the voice still haunts us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.4214206835297575
1494,metricsystem5,talk.2,115,115,rater5,140亿年过去了， 而这声音依然萦绕在我们身边。,"14 billion years have passed, and this sound still haunts us.",Fourteen billion years pass and this song is still ringing all around us.,0.0,0.3773274379795176
1495,Borderline,talk.2,116,116,rater7,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxy gradually formed, and groups of stars formed in the galaxy. On a certain planet, there exists at least one such planet, suitable for life to inhabit.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-1.0,0.023485768077404
1496,DIDI-NLP,talk.2,116,116,rater1,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies are gradually formed, and batches of stars are formed in the galaxy. On a certain planet, at least one such planet exists, suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-5.0,-0.7943021847305757
1497,Facebook-AI,talk.2,116,116,rater1,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies gradually form, and batches of stars are formed in galaxies. On a certain planet, there is at least one such planet that is suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-1.0,0.3443669384442635
1498,IIE-MT,talk.2,116,116,rater7,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"The galaxy gradually formed, and batches of stars formed in the galaxy. On a certain planet, there is at least one such planet, suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-1.0,0.023485768077404
1499,MiSS,talk.2,116,116,rater7,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies gradually form, and groups of stars form in galaxies. On a certain planet, there is at least one such planet, suitable for life to live on.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-1.0,0.023485768077404
1500,NiuTrans,talk.2,116,116,rater2,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies gradually form, and groups of stars form in the galaxy. On a certain planet, there is at least one such planet, suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-2.0,-0.3080288760265409
1501,Online-W,talk.2,116,116,rater3,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies are forming, and stars are forming in galaxies, one by one. On some planet, there is at least one such planet, fit for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-5.0,-0.0216117079981245
1502,SMU,talk.2,116,116,rater4,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"The galaxy gradually forms, and a batch of stars form in the galaxy. On a certain planet, there is at least one such planet suitable for life to live in.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-5.0,-1.963002805386856
1503,metricsystem1,talk.2,116,116,rater5,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies gradually formed, batches of stars formed in the galaxy. On a certain planet, there exists at least one such planet, which is suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",0.0,0.3773274379795176
1504,metricsystem2,talk.2,116,116,rater5,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies are gradually formed, and batches of stars are formed in the galaxy. There is at least one such planet on a certain planet that is suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-1.0,-0.0830945570928896
1505,metricsystem3,talk.2,116,116,rater3,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Galaxies are gradually formed, and stars are formed in galaxies. On a certain planet, there is at least one such planet, suitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-5.0,-0.0216117079981245
1506,metricsystem4,talk.2,116,116,rater7,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Gradually, galaxies form, clusters of stars form in galaxies, and on a certain planet, there is at least one such planet that is habitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-5.0,-1.56825389373201
1507,metricsystem5,talk.2,116,116,rater5,星系逐渐形成， 一批一批的恒星在星系中形成。 在某个星球上， 至少存在一个这样的星球， 适合生命居住。,"Gradually, galaxies form, batches of stars form in. On some planet, there is at least one such planet, habitable for life.","Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.",-6.0,-2.3852045324549263
1508,Borderline,talk.2,117,117,rater7,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically build experiments, do calculations, and write computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",0.0,0.4214206835297575
1509,DIDI-NLP,talk.2,117,117,rater7,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we are crazy to set up experiments, do calculations, and write computer codes.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-5.0,-1.56825389373201
1510,Facebook-AI,talk.2,117,117,rater1,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically set up experiments, do calculations, and write computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-1.0,0.3443669384442635
1511,IIE-MT,talk.2,117,117,rater1,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically set up experiments, do calculations, and write computer codes.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",0.0,0.6290342192379733
1512,MiSS,talk.2,117,117,rater7,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically build experiments, do calculations, and write computer codes.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",0.0,0.4214206835297575
1513,NiuTrans,talk.2,117,117,rater2,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically build experiments, do calculations, write computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-2.0,-0.3080288760265409
1514,Online-W,talk.2,117,117,rater3,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here we are frantically building experiments, doing calculations, writing computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-10.0,-1.0940197048780371
1515,SMU,talk.2,117,117,rater2,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we're crazy about building experiments, doing calculations, and writing computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-2.0,-0.3080288760265409
1516,metricsystem1,talk.2,117,117,rater5,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we're frantically building experiments, doing calculations, writing computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-1.0,-0.0830945570928896
1517,metricsystem2,talk.2,117,117,rater4,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we are crazy to set up experiments, do calculations, and write computer codes.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",0.0,0.4463308333754328
1518,metricsystem3,talk.2,117,117,rater3,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically build experiments, do calculations, and write computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-10.0,-1.0940197048780371
1519,metricsystem4,talk.2,117,117,rater5,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here, we frantically build experiments, do calculations, write computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-1.0,-0.0830945570928896
1520,metricsystem5,talk.2,117,117,rater5,在这里，我们疯狂地搭建实验， 做计算，写计算机代码。,"Here we frantically build experiments, do calculations, write computer code.","And here we are frantically building these experiments, doing these calculations, writing these computer codes.",-2.0,-0.5435165521652968
1521,Borderline,talk.2,118,118,rater7,想象一下，十亿年前， 两个黑洞相撞。,Imagine a billion years ago when two black holes collided.,"Imagine a billion years ago, two black holes collided.",0.0,0.4214206835297575
1522,DIDI-NLP,talk.2,118,118,rater7,想象一下，十亿年前， 两个黑洞相撞。,Imagine two black holes collided a billion years ago.,"Imagine a billion years ago, two black holes collided.",0.0,0.4214206835297575
1523,Facebook-AI,talk.2,118,118,rater1,想象一下，十亿年前， 两个黑洞相撞。,"Imagine that a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,0.6290342192379733
1524,IIE-MT,talk.2,118,118,rater1,想象一下，十亿年前， 两个黑洞相撞。,"Imagine, a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,0.6290342192379733
1525,MiSS,talk.2,118,118,rater7,想象一下，十亿年前， 两个黑洞相撞。,"Imagine that a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,0.4214206835297575
1526,NiuTrans,talk.2,118,118,rater2,想象一下，十亿年前， 两个黑洞相撞。,"Imagine, a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,0.7879074540772029
1527,Online-W,talk.2,118,118,rater3,想象一下，十亿年前， 两个黑洞相撞。,"Imagine that a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,1.050796288881788
1528,SMU,talk.2,118,118,rater2,想象一下，十亿年前， 两个黑洞相撞。,"Imagine a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",-1.0,0.239939289025331
1529,metricsystem1,talk.2,118,118,rater5,想象一下，十亿年前， 两个黑洞相撞。,"Imagine, a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,0.3773274379795176
1530,metricsystem2,talk.2,118,118,rater4,想象一下，十亿年前， 两个黑洞相撞。,Imagine two black holes collided a billion years ago.,"Imagine a billion years ago, two black holes collided.",0.0,0.4463308333754328
1531,metricsystem3,talk.2,118,118,rater3,想象一下，十亿年前， 两个黑洞相撞。,"Imagine that two billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",-5.0,-0.0216117079981245
1532,metricsystem4,talk.2,118,118,rater5,想象一下，十亿年前， 两个黑洞相撞。,"Imagine that a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",0.0,0.3773274379795176
1533,metricsystem5,talk.2,118,118,rater2,想象一下，十亿年前， 两个黑洞相撞。,"Imagine a billion years ago, two black holes collided.","Imagine a billion years ago, two black holes collided.",-2.0,-0.3080288760265409
1534,Borderline,talk.2,119,119,rater7,这声音一直以来 都在时空中穿梭。,This sound has been moving through time and space.,That song has been ringing through space for all that time.,-5.0,-1.56825389373201
1535,DIDI-NLP,talk.2,119,119,rater7,这声音一直以来 都在时空中穿梭。,This voice has been traveling through time and space all the time.,That song has been ringing through space for all that time.,0.0,0.4214206835297575
1536,Facebook-AI,talk.2,119,119,rater3,这声音一直以来 都在时空中穿梭。,This sound has been traveling through time and space.,That song has been ringing through space for all that time.,0.0,1.050796288881788
1537,IIE-MT,talk.2,119,119,rater1,这声音一直以来 都在时空中穿梭。,This sound has been traveling through time and space all the time.,That song has been ringing through space for all that time.,-1.0,0.3443669384442635
1538,MiSS,talk.2,119,119,rater7,这声音一直以来 都在时空中穿梭。,This voice has been traveling through time and space all the time.,That song has been ringing through space for all that time.,-1.0,0.023485768077404
1539,NiuTrans,talk.2,119,119,rater2,这声音一直以来 都在时空中穿梭。,The sound has been moving through time and space all along.,That song has been ringing through space for all that time.,0.0,0.7879074540772029
1540,Online-W,talk.2,119,119,rater3,这声音一直以来 都在时空中穿梭。,The sound has been traveling through time and space all this time.,That song has been ringing through space for all that time.,-5.0,-0.0216117079981245
1541,SMU,talk.2,119,119,rater2,这声音一直以来 都在时空中穿梭。,This sound has been moving in time and space all the time.,That song has been ringing through space for all that time.,-1.0,0.239939289025331
1542,metricsystem1,talk.2,119,119,rater5,这声音一直以来 都在时空中穿梭。,This voice has always traveled through time and space.,That song has been ringing through space for all that time.,0.0,0.3773274379795176
1543,metricsystem2,talk.2,119,119,rater4,这声音一直以来 都在时空中穿梭。,This voice has been traveling through time and space all the time.,That song has been ringing through space for all that time.,-5.0,-1.963002805386856
1544,metricsystem3,talk.2,119,119,rater3,这声音一直以来 都在时空中穿梭。,This voice has been shuttled in time and space.,That song has been ringing through space for all that time.,-10.0,-1.0940197048780371
1545,metricsystem4,talk.2,119,119,rater5,这声音一直以来 都在时空中穿梭。,The sound has been traveling through time and space.,That song has been ringing through space for all that time.,-1.0,-0.0830945570928896
1546,metricsystem5,talk.2,119,119,rater2,这声音一直以来 都在时空中穿梭。,This sound travels through space and time all the time.,That song has been ringing through space for all that time.,-1.0,0.239939289025331
1547,Borderline,talk.2,120,120,rater7,我们甚至都没出现在这里。,We're not even here.,We weren't even here.,0.0,0.4214206835297575
1548,DIDI-NLP,talk.2,120,120,rater7,我们甚至都没出现在这里。,We are not even here.,We weren't even here.,0.0,0.4214206835297575
1549,Facebook-AI,talk.2,120,120,rater3,我们甚至都没出现在这里。,We're not even here.,We weren't even here.,-5.0,-0.0216117079981245
1550,IIE-MT,talk.2,120,120,rater1,我们甚至都没出现在这里。,We didn't even show up here.,We weren't even here.,0.0,0.6290342192379733
1551,MiSS,talk.2,120,120,rater7,我们甚至都没出现在这里。,We're not even here.,We weren't even here.,0.0,0.4214206835297575
1552,NiuTrans,talk.2,120,120,rater2,我们甚至都没出现在这里。,We weren't even here.,We weren't even here.,0.0,0.7879074540772029
1553,Online-W,talk.2,120,120,rater3,我们甚至都没出现在这里。,We're not even here.,We weren't even here.,-5.0,-0.0216117079981245
1554,SMU,talk.2,120,120,rater2,我们甚至都没出现在这里。,We didn't even show up here.,We weren't even here.,-1.0,0.239939289025331
1555,metricsystem1,talk.2,120,120,rater5,我们甚至都没出现在这里。,We didn't even show up here.,We weren't even here.,0.0,0.3773274379795176
1556,metricsystem2,talk.2,120,120,rater4,我们甚至都没出现在这里。,We are not even here.,We weren't even here.,0.0,0.4463308333754328
1557,metricsystem3,talk.2,120,120,rater3,我们甚至都没出现在这里。,We didn't even show up here.,We weren't even here.,-5.0,-0.0216117079981245
1558,metricsystem4,talk.2,120,120,rater5,我们甚至都没出现在这里。,We didn't even show up here.,We weren't even here.,0.0,0.3773274379795176
1559,metricsystem5,talk.2,120,120,rater2,我们甚至都没出现在这里。,We are not even here.,We weren't even here.,-1.0,0.239939289025331
1560,Borderline,talk.2,121,121,rater7,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer and closer - we painted on the stone walls of the cave 40,000 years ago.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-0.1,0.3816271919845221
1561,DIDI-NLP,talk.2,121,121,rater7,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It’s getting closer and closer-40,000 years ago, we were still painting on the walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-0.2,0.3418337004392868
1562,Facebook-AI,talk.2,121,121,rater3,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer - 40,000 years ago, we were still painting on the stone walls of caves.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-5.1,-0.0430598679357227
1563,IIE-MT,talk.2,121,121,rater1,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It is getting closer and closer-40,000 years ago, we were still painting on the stone walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-5.1,-0.8227689128099466
1564,MiSS,talk.2,121,121,rater2,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer and closer-40,000 years ago, we were painting on the rock walls of caves.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-0.2,0.6783138210668286
1565,NiuTrans,talk.2,121,121,rater2,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer - 40,000 years ago, we were still painting on the stone walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-2.1,-0.3628256925317281
1566,Online-W,talk.2,121,121,rater3,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer and closer - 40,000 years ago, we were drawing on the stone walls of a cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-5.1,-0.0430598679357227
1567,SMU,talk.2,121,121,rater2,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer and closer - 40,000 years ago, we were still painting on the stone walls of caves.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-0.1,0.7331106375720157
1568,metricsystem1,talk.2,121,121,rater5,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer - 40,000 years ago, we were still painting on the stone walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",0.0,0.3773274379795176
1569,metricsystem2,talk.2,121,121,rater4,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It is getting closer and closer-40,000 years ago, we were still painting on the walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-0.1,0.398144160600187
1570,metricsystem3,talk.2,121,121,rater3,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It is getting closer-40,000 years ago, we were still painting on the stone walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-5.1,-0.0430598679357227
1571,metricsystem4,talk.2,121,121,rater5,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It's getting closer - 40,000 years ago, we were still painting on the stone walls of the cave.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",0.0,0.3773274379795176
1572,metricsystem5,talk.2,121,121,rater2,"它越来越近 - 40,000年前，我们还在洞穴的石壁上画画。","It is getting closer - 40,000 years ago, we were still painting on cave stone walls.","It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.",-1.1,0.1851424725201438
1573,Borderline,talk.2,122,122,rater7,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we were trying to get was made by the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",0.0,0.4214206835297575
1574,DIDI-NLP,talk.2,122,122,rater7,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we want is from the Big Bang, it will sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",0.0,0.4214206835297575
1575,Facebook-AI,talk.2,122,122,rater3,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we're trying to capture came from the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-5.0,-0.0216117079981245
1576,IIE-MT,talk.2,122,122,rater1,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we want to get is from the Big Bang, it will sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-1.0,0.3443669384442635
1577,MiSS,talk.2,122,122,rater2,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we want to get is from the Big Bang, it will sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",0.0,0.7879074540772029
1578,NiuTrans,talk.2,122,122,rater2,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we were trying to get was from the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-1.0,0.239939289025331
1579,Online-W,talk.2,122,122,rater3,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we're trying to capture was from the Big Bang, it would sound something like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-5.0,-0.0216117079981245
1580,SMU,talk.2,122,122,rater2,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we were trying to get was made by the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-5.0,-1.9519333711821565
1581,metricsystem1,talk.2,122,122,rater5,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we were trying to capture was the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",0.0,0.3773274379795176
1582,metricsystem2,talk.2,122,122,rater4,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we want is from the Big Bang, it will sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",0.0,0.4463308333754328
1583,metricsystem3,talk.2,122,122,rater3,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we want to get is from the Big Bang, it will sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",0.0,1.050796288881788
1584,metricsystem4,talk.2,122,122,rater5,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we were trying to capture was the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-5.0,-1.924782537382519
1585,metricsystem5,talk.2,122,122,rater2,如果我们所要获取的声音是宇宙大爆炸发出的， 它听起来会像这样。,"If the sound we were trying to acquire was from the Big Bang, it would sound like this.","If it was the Big Bang we were going to pick up, it would sound like this.",-2.0,-0.3080288760265409
1586,Borderline,talk.2,123,123,rater7,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,0.4214206835297575
1587,DIDI-NLP,talk.2,123,123,rater7,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,0.4214206835297575
1588,Facebook-AI,talk.2,123,123,rater3,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,1.050796288881788
1589,IIE-MT,talk.2,123,123,rater1,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,0.6290342192379733
1590,MiSS,talk.2,123,123,rater2,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,-1.0,0.239939289025331
1591,NiuTrans,talk.2,123,123,rater3,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,1.050796288881788
1592,Online-W,talk.2,123,123,rater3,严格地讲，它就是噪声。,"Technically speaking, it's noise.",It's literally the definition of noise.,0.0,1.050796288881788
1593,SMU,talk.2,123,123,rater2,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,-1.0,0.239939289025331
1594,metricsystem1,talk.2,123,123,rater5,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,0.3773274379795176
1595,metricsystem2,talk.2,123,123,rater4,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,0.4463308333754328
1596,metricsystem3,talk.2,123,123,rater3,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,1.050796288881788
1597,metricsystem4,talk.2,123,123,rater5,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,0.0,0.3773274379795176
1598,metricsystem5,talk.2,123,123,rater2,严格地讲，它就是噪声。,"Strictly speaking, it is noise.",It's literally the definition of noise.,-2.0,-0.3080288760265409
1599,Borderline,talk.2,124,124,rater7,这是一种白噪声，一种混乱的铃声。,"It was a white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.4214206835297575
1600,DIDI-NLP,talk.2,124,124,rater7,这是一种白噪声，一种混乱的铃声。,"This is a kind of white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.4214206835297575
1601,Facebook-AI,talk.2,124,124,rater3,这是一种白噪声，一种混乱的铃声。,"It was a kind of white noise, a chaotic ringing.",It's white noise; it's such a chaotic ringing.,-10.0,-1.0940197048780371
1602,IIE-MT,talk.2,124,124,rater1,这是一种白噪声，一种混乱的铃声。,"This is a kind of white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.6290342192379733
1603,MiSS,talk.2,124,124,rater2,这是一种白噪声，一种混乱的铃声。,"This is a white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.7879074540772029
1604,NiuTrans,talk.2,124,124,rater3,这是一种白噪声，一种混乱的铃声。,"It was a white noise, a chaotic ringing.",It's white noise; it's such a chaotic ringing.,-5.0,-0.0216117079981245
1605,Online-W,talk.2,124,124,rater3,这是一种白噪声，一种混乱的铃声。,"It's a white noise, a chaotic ringing.",It's white noise; it's such a chaotic ringing.,-10.0,-1.0940197048780371
1606,SMU,talk.2,124,124,rater2,这是一种白噪声，一种混乱的铃声。,"It was a white noise, a messy bell.",It's white noise; it's such a chaotic ringing.,-2.0,-0.3080288760265409
1607,metricsystem1,talk.2,124,124,rater5,这是一种白噪声，一种混乱的铃声。,"It's a white noise, a chaotic bell.",It's white noise; it's such a chaotic ringing.,0.0,0.3773274379795176
1608,metricsystem2,talk.2,124,124,rater4,这是一种白噪声，一种混乱的铃声。,"This is a kind of white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.4463308333754328
1609,metricsystem3,talk.2,124,124,rater3,这是一种白噪声，一种混乱的铃声。,"This is a white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,-5.0,-0.0216117079981245
1610,metricsystem4,talk.2,124,124,rater5,这是一种白噪声，一种混乱的铃声。,"It's a white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.3773274379795176
1611,metricsystem5,talk.2,124,124,rater2,这是一种白噪声，一种混乱的铃声。,"It is a white noise, a chaotic ringtone.",It's white noise; it's such a chaotic ringing.,0.0,0.7879074540772029
