,system,doc,doc_id,seg_id,src,mt,ref,mqm,score,zscore
2169,Online-G,tedtalk-2,55,-1,Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.,"Представьте себе теперь астрофизически реалистичную ситуацию-представьте две черные дыры, которые прожили долгую жизнь вместе.","Представим реальную астрофизическую ситуацию — две черные дыры, что прожили вместе долгую жизнь.",64.28571428571428,-5.0,-0.3096699034988485
2170,Nemo,tedtalk-2,55,-1,Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.,"Представьте себе сейчас астрофизически реалистичную ситуацию - представьте две черные дыры, которые прожили вместе долгую жизнь.","Представим реальную астрофизическую ситуацию — две черные дыры, что прожили вместе долгую жизнь.",100.0,-0.0,0.6069044916957288
2171,Online-A,tedtalk-2,55,-1,Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.,"Представьте себе, что вы принимаете астрофизически реалистичную ситуацию - представьте себе две черные дыры, которые прожили долгую жизнь вместе.","Представим реальную астрофизическую ситуацию — две черные дыры, что прожили вместе долгую жизнь.",44.44444444444444,-10.0,-1.226244298693426
2172,Manifold,tedtalk-2,55,-1,Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.,"Представьте себе астрофизически реалистичную ситуацию - представьте себе две черные дыры, которые прожили долгую жизнь вместе.","Представим реальную астрофизическую ситуацию — две черные дыры, что прожили вместе долгую жизнь.",100.0,-0.0,0.6069044916957288
2173,NiuTrans,tedtalk-2,55,-1,Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.,"Представьте себе сейчас астрофизически реалистичную ситуацию - представьте себе две черные дыры, которые прожили долгую совместную жизнь.","Представим реальную астрофизическую ситуацию — две черные дыры, что прожили вместе долгую жизнь.",100.0,-0.0,0.6069044916957288
2174,Online-Y,tedtalk-2,55,-1,Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.,"Представьте себе, что сейчас происходит астрофизически реалистичная ситуация — представьте две черные дыры, которые прожили долгую жизнь вместе.","Представим реальную астрофизическую ситуацию — две черные дыры, что прожили вместе долгую жизнь.",100.0,-0.0,0.6069044916957288
2175,metricsystem1,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они начинались как звезды и распадались на две черные дыры, каждая из которых в 10 раз тяжелее Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2176,metricsystem2,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начинались как звезды и рухнули до двух черных дыр, каждая из которых в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",76.19047619047619,-5.0,-0.3096699034988485
2177,metricsystem3,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они начинались как звезды и рухнули на две черные дыры - каждая в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",72.22222222222223,-5.0,-0.3096699034988485
2178,metricsystem4,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начинали как звезды и коллапсировали в две черные дыры, каждая из которых в 10 раз превышала массу Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",76.19047619047619,-5.0,-0.3096699034988485
2179,metricsystem5,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начинались как звезды и коллапсировали до двух черных дыр - каждая в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",73.6842105263158,-5.0,-0.3096699034988485
2180,ref.A,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2181,Online-W,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начинали как звезды и разрушились до двух черных дыр - каждая из которых в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2182,Facebook-AI,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они возникли как звезды и превратились в две черные дыры - каждая из которых в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2183,Online-B,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начали как звезды и рухнули в две черные дыры, каждая из которых в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2184,Online-G,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они начинались как звезды и коллапсировали в две черные дыры, каждая из которых в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",75.0,-5.0,-0.3096699034988485
2185,Nemo,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они начинались как звезды и обрушивались на две черные дыры, каждая из которых в 10 раз превышала массу Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",75.0,-5.0,-0.3096699034988485
2186,Online-A,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они начинались как звезды и коллапсировали до двух черных дыр, каждая из которых в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",75.0,-5.0,-0.3096699034988485
2187,Manifold,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начали как звезды и рухнули на две черные дыры - каждая в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2188,NiuTrans,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Может быть, они начинались как звезды и рухнули до двух черных дыр - каждая в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",100.0,-0.0,0.6069044916957288
2189,Online-Y,tedtalk-2,56,-1,Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.,"Возможно, они начинались как звезды и рухнули до двух черных дыр — каждая из них в 10 раз больше массы Солнца.","Возможно, сначала они были звездами, а затем превратились в черные дыры. Каждая из них тяжелее Солнца в 10 раз.",75.0,-5.0,-0.3096699034988485
2190,metricsystem1,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2191,metricsystem2,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,"Итак, теперь мы собираемся раздавить их до 60 километров в поперечнике.",Сожмем их до 60 км в диаметре.,54.54545454545455,-5.0,-0.3096699034988485
2192,metricsystem3,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2193,metricsystem4,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,16.666666666666654,-10.0,-1.226244298693426
2194,metricsystem5,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,"Итак, теперь мы собираемся сокрушить их до 60 километров в поперечнике.",Сожмем их до 60 км в диаметре.,9.090909090909092,-10.0,-1.226244298693426
2195,ref.A,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Сожмем их до 60 км в диаметре.,Сожмем их до 60 км в диаметре.,100.0,-0.0,0.6069044916957288
2196,Online-W,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,И теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,100.0,-0.0,0.6069044916957288
2197,Facebook-AI,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся сокрушить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2198,Online-B,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,"Итак, теперь мы собираемся раздавить их до 60 километров в поперечнике.",Сожмем их до 60 км в диаметре.,100.0,-0.0,0.6069044916957288
2199,Online-G,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,91.66666666666669,-0.1,0.5885730037918372
2200,Nemo,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2201,Online-A,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2202,Manifold,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2203,NiuTrans,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,58.33333333333333,-5.0,-0.3096699034988485
2204,Online-Y,tedtalk-2,57,-1,So now we're going to crush them down to 60 kilometers across.,Теперь мы собираемся раздавить их на 60 километров в поперечнике.,Сожмем их до 60 км в диаметре.,100.0,-0.0,0.6069044916957288
2205,metricsystem1,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2206,metricsystem2,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2207,metricsystem3,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2208,metricsystem4,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2209,metricsystem5,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2210,ref.A,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут быстро вращаться: сотни оборотов в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2211,Online-W,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2212,Facebook-AI,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2213,Online-B,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2214,Online-G,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2215,Nemo,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2216,Online-A,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2217,Manifold,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2218,NiuTrans,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2219,Online-Y,tedtalk-2,58,-1,They can be spinning hundreds of times a second.,Они могут вращаться сотни раз в секунду.,Они могут быстро вращаться: сотни оборотов в секунду.,100.0,-0.0,0.6069044916957288
2220,metricsystem1,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они облетают друг друга очень близко со скоростью света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2221,metricsystem2,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.","В конце своей жизни они движутся вокруг друг друга со скоростью, близкой к скорости света.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2222,metricsystem3,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они обгоняют друг друга очень быстро со скоростью света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",61.53846153846153,-5.0,-0.3096699034988485
2223,metricsystem4,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они облетают друг друга очень близко со скоростью света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2224,metricsystem5,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они обходят друг друга очень близко к скорости света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",61.53846153846153,-5.0,-0.3096699034988485
2225,ref.A,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2226,Online-W,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.","В конце своей жизни они обращаются друг вокруг друга со скоростью, близкой к скорости света.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2227,Facebook-AI,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.","В конце своей жизни они вращаются вокруг друг друга со скоростью, близкой к скорости света.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2228,Online-B,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.","В конце своей жизни они движутся вокруг друг друга со скоростью, близкой к скорости света.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",66.66666666666667,-5.0,-0.3096699034988485
2229,Online-G,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.","В конце своей жизни они вращаются друг вокруг друга со скоростью, близкой к скорости света.","В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",66.66666666666667,-5.0,-0.3096699034988485
2230,Nemo,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они обходят друг друга очень близко к скорости света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",61.53846153846153,-5.0,-0.3096699034988485
2231,Online-A,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они идут вокруг друг друга очень близко к скорости света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",64.28571428571428,-5.0,-0.3096699034988485
2232,Manifold,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце жизни они обходят друг друга со скоростью света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2233,NiuTrans,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они обходят друг друга очень близко к скорости света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",100.0,-0.0,0.6069044916957288
2234,Online-Y,tedtalk-2,59,-1,"At the end of their lives, they're going around each other very near the speed of light.",В конце своей жизни они обходят друг друга очень близко к скорости света.,"В конце их жизненного цикла, они вращаются друг вокруг друга практически со скоростью света.",61.53846153846153,-5.0,-0.3096699034988485
2235,metricsystem1,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют за собой звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2236,metricsystem2,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют после себя звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",82.14285714285714,-5.0,-0.3096699034988485
2237,metricsystem3,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют позади себя кольцо пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",46.42857142857143,-15.0,-2.142818693888003
2238,metricsystem4,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за долю секунды, и при этом они не только искривляют пространство, но и оставляют за собой звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2239,metricsystem5,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют после себя звон пространства, настоящую волну на пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2240,ref.A,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2241,Online-W,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они преодолевают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют после себя кольцевые колебания пространства, настоящие волны в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",82.75862068965517,-5.0,-0.3096699034988485
2242,Facebook-AI,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют после себя звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2243,Online-B,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют после себя звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2244,Online-G,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за долю секунды, и при этом они не только искривляют пространство, но и оставляют за собой звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2245,Nemo,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за долю секунды, и при этом они не только искривляют пространство, но и оставляют после себя звон пространства, настоящую волну пространства-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",81.48148148148148,-5.0,-0.3096699034988485
2246,Online-A,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и когда они это делают, они не только искривляют пространство, но и оставляют после себя звон пространства, реальную волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2247,Manifold,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют после себя кольцо пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",82.14285714285714,-5.0,-0.3096699034988485
2248,NiuTrans,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за долю секунды, и при этом они не только изгибают пространство, но и оставляют после себя звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",82.14285714285714,-5.0,-0.3096699034988485
2249,Online-Y,tedtalk-2,60,-1,"So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.","Таким образом, они пересекают тысячи километров за долю секунды, и при этом они не только изгибают пространство, но и оставляют после себя звон пространства, настоящую волну в пространстве-времени.","Они покрывают тысячи км в долю секунды, и не только искривляют тем самым пространство, но и оставляют за собой след: вызывают колебания, волновой след в пространстве-времени.",100.0,-0.0,0.6069044916957288
2250,metricsystem1,tedtalk-2,61,-1,Space squeezes and stretches as it emanates out from these black holes banging on the universe.,"Пространство сжимается и растягивается, когда оно исходит из этих черных дыр, бьющихся о вселенную.","Пространство сжимается и растягивается, освобождаясь из этих черных дыр, колеблющихся во вселенной.",64.28571428571428,-5.0,-0.3096699034988485
2251,metricsystem2,tedtalk-2,61,-1,Space squeezes and stretches as it emanates out from these black holes banging on the universe.,"Пространство сжимается и растягивается, когда оно исходит из этих черных дыр, сталкивающихся с вселенной.","Пространство сжимается и растягивается, освобождаясь из этих черных дыр, колеблющихся во вселенной.",21.42857142857143,-11.0,-1.4095591777323415
2252,metricsystem3,tedtalk-2,61,-1,Space squeezes and stretches as it emanates out from these black holes banging on the universe.,"Пространство сжимается и растягивается, поскольку оно исходит от этих черных дыр, ударяющихся о вселенную.","Пространство сжимается и растягивается, освобождаясь из этих черных дыр, колеблющихся во вселенной.",100.0,-0.0,0.6069044916957288
2253,metricsystem4,tedtalk-2,61,-1,Space squeezes and stretches as it emanates out from these black holes banging on the universe.,"Пространство сжимается и растягивается, когда оно исходит из этих черных дыр, ударяющихся во Вселенную.","Пространство сжимается и растягивается, освобождаясь из этих черных дыр, колеблющихся во вселенной.",100.0,-0.0,0.6069044916957288
